City	Date	Date	Mo=W+M	65+	W	M	SSC	DIS offensife(1,2,3 etc) non-offensive(0)	TOS time of the season	T	Td	AT	T-AT
KHB	20120628	28.06.2012	23	9	11	12	3	3	59	32,8	12,7	37,9	5,1
KHB	20120629	29.06.2012	27	19	14	13	3	4	60	32,5	14,6	38,4	5,9
KHB	20120630	30.06.2012	35	20	19	16	6	0	61	27,9	15,6	34,3	6,4
KHB	20120701	01.07.2012	23	13	10	13	4	0	62	21,2	16,4	28,1	6,9
KHB	20120702	02.07.2012	30	11	7	23	4	0	63	22,7	17,0	29,9	7,2
KHB	20120703	03.07.2012	14	10	6	8	4	0	64	26,5	19,3	35,0	8,5
KHB	20120704	04.07.2012	21	11	7	14	6	0	65	25,4	19,8	34,2	8,8
KHB	20120705	05.07.2012	21	13	10	11	4	0	66	26,9	19,9	35,8	8,9
KHB	20120706	06.07.2012	23	13	12	11	6	0	67	28,9	17,5	36,3	7,4
KHB	20120707	07.07.2012	14	12	8	6	6	0	68	27,3	21,6	37,3	10,0
KHB	20120708	08.07.2012	13	8	7	6	4	0	69	23,2	18,2	31,1	7,9
KHB	20120709	09.07.2012	22	9	7	15	1	0	70	26,3	14,5	32,2	5,9
KHB	20120710	10.07.2012	15	7	6	9	5	0	71	18	17,7	25,6	7,6
KHB	20120711	11.07.2012	14	5	7	7	1	0	72	25	15,2	31,3	6,3
KHB	20120712	12.07.2012	18	8	7	11	1	0	73	22,6	14,0	28,3	5,7
KHB	20120713	13.07.2012	22	9	7	15	2	0	74	20,7	12,9	26,0	5,3
KHB	20120714	14.07.2012	14	8	5	9	5	0	75	17,3	16,3	24,2	6,9
KHB	20120715	15.07.2012	21	10	11	10	5	0	76	19,7	15,7	26,2	6,5
KHB	20120716	16.07.2012	19	10	11	8	1	0	77	25,8	13,8	31,4	5,6
KHB	20120717	17.07.2012	12	6	6	6	1	0	78	30,5	19,8	39,3	8,8
KHB	20120718	18.07.2012	24	15	9	15	66	1	79	31,8	18,6	39,9	8,1
KHB	20120719	19.07.2012	23	16	10	13	66	2	80	31,6	20,1	40,6	9,0
KHB	20120720	20.07.2012	24	17	10	14	4	0	81	25,3	19,3	33,8	8,5
KHB	20120721	21.07.2012	24	9	5	19	1	0	82	28	17,1	35,2	7,2
KHB	20120722	22.07.2012	15	8	6	9	4	0	83	24,2	19,1	32,6	8,4
KHB	20120723	23.07.2012	21	8	11	10	4	0	84	25,1	20,0	34,1	9,0
KHB	20120724	24.07.2012	21	13	11	10	4	0	85	24,7	21,9	34,9	10,2
KHB	20120725	25.07.2012	30	17	14	16	3	1	86	31,1	19,7	39,8	8,7
KHB	20120726	26.07.2012	15	11	8	7	4	0	87	26,3	24,9	38,8	12,5
KHB	20120727	27.07.2012	18	9	11	7	4	0	88	26	22,6	36,7	10,7
KHB	20120728	28.07.2012	21	11	8	13	5	0	89	17,7	15,6	24,2	6,5
KHB	20120729	29.07.2012	21	9	7	14	5	0	90	18,2	16,1	25,0	6,8
KHB	20120730	30.07.2012	10	6	7	3	5	0	91	17	17,0	24,2	7,2
KHB	20120731	31.07.2012	17	6	10	7	5	0	92	15,3	15,3	21,7	6,4
KHB	20120801	01.08.2012	19	12	9	10	5	0	93	16,7	16,7	23,8	7,1
KHB	20120802	02.08.2012	17	8	7	10	4	0	94	23,5	15,6	30,0	6,5
KHB	20120803	03.08.2012	16	12	6	10	6	0	95	25,4	19,3	33,9	8,5
KHB	20120804	04.08.2012	19	9	9	10	6	0	96	26,5	20,6	35,8	9,3
KHB	20120805	05.08.2012	16	9	7	9	6	0	97	27,1	20,6	36,4	9,3
KHB	20120806	06.08.2012	30	18	15	15	6	0	98	27,9	20,4	37,1	9,2
KHB	20120807	07.08.2012	22	16	13	9	66	1	99	30,2	24,1	42,0	11,8
KHB	20120808	08.08.2012	22	12	12	10	66	2	100	30,5	20,5	39,8	9,3
KHB	20120809	09.08.2012	20	11	14	6	6	0	101	25,2	22,1	35,6	10,4
KHB	20120810	10.08.2012	18	11	10	8	6	0	102	26	18,0	33,7	7,7
KHB	20120811	11.08.2012	19	10	8	11	1	0	103	26,5	15,5	32,9	6,4
KHB	20120812	12.08.2012	16	7	6	10	0	0	104	20,9	16,0	27,6	6,7
KHB	20120813	13.08.2012	17	7	6	11	1	0	105	22,4	12,6	27,5	5,1
KHB	20120814	14.08.2012	13	8	7	6	1	0	106	25,6	15,0	31,8	6,2
KHB	20120815	15.08.2012	24	12	14	10	4	0	107	24,1	17,9	31,8	7,7
KHB	20120816	16.08.2012	20	13	10	10	1	0	108	24,4	9,2	28,3	3,9
KHB	20120817	17.08.2012	13	5	2	11	1	0	109	27,1	10,3	31,4	4,3
KHB	20120818	18.08.2012	16	10	8	8	1	0	110	27,4	19,3	35,9	8,5
KHB	20120819	19.08.2012	17	9	9	8	4	0	111	20,3	20,2	29,4	9,1
KHB	20120820	20.08.2012	22	11	10	12	6	0	112	27,3	19,5	35,9	8,6
KHB	20120821	21.08.2012	14	6	7	7	7	0	113	23,6	21,7	33,7	10,1
KHB	20120822	22.08.2012	17	10	7	10	5	0	114	15,4	13,1	20,8	5,4
KHB	20120823	23.08.2012	16	12	8	8	1	0	115	22,7	11,2	27,3	4,6
KHB	20120824	24.08.2012	23	17	13	10	1	0	116	25,7	9,5	29,7	4,0
KHB	20120825	25.08.2012	34	17	15	19	1	0	117	27,6	16,7	34,6	7,0
KHB	20120826	26.08.2012	14	12	5	9	6	0	118	26,8	21,3	36,6	9,8
KHB	20120827	27.08.2012	18	10	5	13	3	1	119	29,2	11,8	34,0	4,8
KHB	20120828	28.08.2012	19	12	11	8	6	0	120	26,7	22,0	37,0	10,3
KHB	20120829	29.08.2012	24	10	10	14	7	0	121	21,2	21,2	31,0	9,8
KHB	20120830	30.08.2012	26	11	10	16	7	0	122	19,5	14,5	25,5	6,0
KHB	20120831	31.08.2012	9	6	5	4	1	0	123	23,4	15,4	29,8	6,4
KHB	20120901	01.09.2012	22	14	11	11	1	0	124	25	16,4	31,9	6,9
KHB	20120902	02.09.2012	29	17	19	10	6	0	125	23	20,5	32,3	9,3
KHB	20120903	03.09.2012	24	15	10	14	5	0	126	13,1	10,8	17,6	4,5
KHB	20120904	04.09.2012	27	16	14	13	5	0	127	16,1	15,5	22,6	6,5
KHB	20120905	05.09.2012	28	18	13	15	4	0	128	20,5	20,5	29,8	9,3
KHB	20120906	06.09.2012	18	11	5	13	4	0	129	20,2	12,9	25,5	5,3
KHB	20120907	07.09.2012	17	8	8	9	4	0	130	20,5	12,8	25,7	5,2
KHB	20120908	08.09.2012	17	6	9	8	1	0	131	24,7	12,6	29,8	5,1
KHB	20120909	09.09.2012	23	15	12	11	4	0	132	20,4	17,3	27,8	7,4
KHB	20120910	10.09.2012	16	7	10	6	4	0	133	21	15,7	27,5	6,5
KHB	20120911	11.09.2012	25	11	14	11	1	0	134	23,1	12,5	28,2	5,1
KHB	20120912	12.09.2012	23	14	12	11	4	0	135	22,2	15,6	28,7	6,5
KHB	20120913	13.09.2012	25	15	14	11	4	0	136	20,7	16,5	27,7	7,0
KHB	20120914	14.09.2012	18	6	5	13	4	0	137	18	11,9	22,9	4,9
KHB	20120915	15.09.2012	17	8	9	8	1	0	138	19,4	9,1	23,3	3,9
KHB	20120916	16.09.2012	27	13	11	16	1	0	139	21,2	8,6	25,0	3,8
KHB	20120917	17.09.2012	21	13	11	10	1	0	140	19,7	11,5	24,4	4,7
KHB	20120918	18.09.2012	28	14	16	12	4	0	141	13,2	13,2	18,6	5,4
KHB	20120919	19.09.2012	23	14	12	11	4	0	142	15,6	13,3	21,1	5,5
KHB	20120920	20.09.2012	15	7	7	8	6	0	143	21,7	13,2	27,1	5,4
KHB	20120921	21.09.2012	22	15	12	10	1	0	144	19,3	7,6	22,8	3,5
KHB	20120922	22.09.2012	28	14	12	16	4	0	145	17	11,9	21,9	4,9
KHB	20120923	23.09.2012	24	18	11	13	5	0	146	12,6	11,0	17,2	4,6
KHB	20120924	24.09.2012	21	12	14	7	4	0	147	11,7	11,7	16,5	4,8
KHB	20120925	25.09.2012	19	8	9	10	4	0	148	14,5	11,2	19,1	4,6
KHB	20120926	26.09.2012	17	9	9	8	4	0	149	15,3	9,6	19,4	4,1
KHB	20120927	27.09.2012	21	13	12	9	4	0	150	14,5	11,7	19,3	4,8
KHB	20120928	28.09.2012	32	16	16	16	4	0	151	15,2	14,0	21,0	5,8
KHB	20120929	29.09.2012	15	7	6	9	4	0	152	16,6	10,6	21,0	4,4
KHB	20120930	30.09.2012	21	7	8	13	4	0	153	15	9,8	19,2	4,2
